Movie,IMDB ID,Genre ID,Popularity,Release date,Adult,original language,vote_count,vote average,run time,run budget, revenue,Na•ve Bayes Polarity Scores
"Sex, Politics & Cocktails",191237,[],1.003619,8/30/02,FALSE,en,0,0,90,0,0,-1.07988E-05
Ground Zero,159627,"[18, 28]",1.739884,5/12/00,FALSE,en,3,2.5,92,0,0,-1.01394E-05
Take Away,16058,"[35, 10751]",1.870974,8/14/03,FALSE,en,3,5.2,88,0,0,-1.065E-05
The Tempest,44638,"[18, 14]",2.903024,12/10/10,FALSE,en,31,6,110,20000000,346594,-1.16843E-05
Posse,36233,"[28, 12, 37]",2.776205,5/14/93,FALSE,en,25,5.3,111,0,0,-3.60725E-05
Fame,28665,"[10402, 35, 18, 10749]",6.91629,1/1/09,FALSE,en,149,5.5,107,0,0,-1.16164E-05
The Women,13972,"[35, 18, 10749]",6.903459,9/12/08,FALSE,en,103,4.6,114,16000000,50007546,-8.83943E-06
Kronos,43230,[878],2.212073,3/31/57,FALSE,en,9,5.6,78,0,0,-4.08904E-06
Tunnel Vision,291690,"[9648, 53]",1.85364,12/1/95,FALSE,en,4,2.5,100,0,0,-1.24542E-05
Praying Mantis,297191,"[53, 80]",1.61993,8/11/93,FALSE,en,1,5,90,0,0,-1.8033E-05
Dolemite,19174,"[28, 35, 80]",3.091307,4/26/75,FALSE,en,19,5.7,90,0,0,-7.68019E-06
Shredder Orpheus,153054,[],1.005625,1/1/90,FALSE,en,0,0,90,0,0,-2.13407E-05
Virtual Sexuality,5248,[35],1.899841,7/2/99,FALSE,en,9,5.6,92,0,0,-8.14428E-06
Matilda,10830,"[35, 10751, 14]",8.518996,8/2/96,FALSE,en,995,6.9,98,36000000,33459416,-7.31844E-06
When Michael Calls,90391,"[27, 53, 10770]",1.501405,2/5/72,FALSE,en,5,5,73,0,0,-2.6397E-06
I Am Guilty,64509,"[18, 10769]",1.578189,7/23/05,FALSE,de,8,6.5,90,0,0,-1.23661E-06
Forces of Nature,1641,"[10749, 35]",6.777266,3/12/99,FALSE,en,149,5.1,105,75000000,93888180,-2.50075E-05
Beyond Fear,268950,[28],1.05417,11/24/93,FALSE,en,1,3,78,0,0,-1.01535E-05
Revolutionary Girl Utena: The Movie,19738,"[16, 14, 28]",3.806291,8/14/99,FALSE,ja,16,7.1,87,998000,0,-1.20271E-05
The Hole,45650,"[53, 12, 14]",6.844134,9/9/09,FALSE,en,262,5.6,92,0,0,-3.43946E-06
In the Electric Mist,13975,"[53, 18, 80, 9648]",7.552167,4/15/09,FALSE,en,117,6,117,0,0,-5.95065E-06
The Restless Ones,86943,[18],1.118735,12/2/65,FALSE,en,1,2.5,103,0,0,-5.79688E-07
At the Earth's Core,26398,"[12, 14, 878]",4.551197,7/1/76,FALSE,en,37,5.4,90,0,0,-1.20165E-05
How to Marry a Millionaire,10297,"[35, 10749]",7.239085,10/29/53,FALSE,en,124,7,95,0,0,-1.47804E-05
Mulholland Falls,10990,"[18, 9648, 53]",5.533895,4/26/96,FALSE,en,76,6.2,107,0,0,-1.23229E-05
Big Bad John,225440,[28],1.732953,2/1/90,FALSE,en,0,0,92,0,0,-7.09446E-07
Where the Heart Is,10564,"[35, 18, 10749]",6.176906,4/27/00,FALSE,en,170,6.9,120,15000000,33771174,-9.0722E-06
Charleston Parade,126377,[878],1.341271,3/19/27,FALSE,fr,6,6.5,17,0,0,-4.02994E-06
Whispers,89940,"[53, 27, 9648]",1.635041,12/7/90,FALSE,en,2,5.5,100,0,0,-2.49382E-05
The Diary of Anne Frank,133365,[18],6.861781,1/9/09,FALSE,en,49,7.3,100,0,0,-7.8107E-06
Pola X,35717,"[18, 10749]",2.959948,5/12/99,FALSE,fr,15,5.9,134,0,0,-1.15671E-05
Predator Island,41396,"[28, 35, 27, 878]",1.297024,10/25/05,FALSE,en,2,1,73,0,0,-1.91007E-05
Cover Girl,21622,"[35, 10402, 10749]",3.398596,3/30/44,FALSE,en,17,6.4,107,0,0,3.40025E-06
Eight Legged Freaks,8869,"[28, 35, 27, 53]",6.73801,7/17/02,FALSE,en,323,5.4,99,0,0,-2.25093E-05
Marked for Death,10173,"[28, 53]",6.192029,10/5/90,FALSE,en,106,5.6,94,12000000,46044400,-2.18363E-06
Island of Death,40043,"[27, 53]",2.791373,4/26/76,FALSE,en,33,4.7,108,0,0,-2.60651E-05
Doppelganger,18773,"[27, 9648, 53]",2.634939,3/1/93,FALSE,en,19,4.4,104,0,0,-1.91659E-05
2:37,2168,[18],4.198328,5/26/06,FALSE,en,50,6.7,91,850000,0,-8.6015E-06
What's Cooking?,77434,"[35, 18]",1.84463,1/20/00,FALSE,en,7,6.4,110,0,0,-2.28728E-05
Gross Misconduct,151923,"[53, 18]",1.910941,7/29/93,FALSE,en,2,5,90,0,0,-4.09459E-07
The Expert,175993,"[18, 35]",1.62462,3/5/32,FALSE,en,1,3,68,0,0,-2.19204E-05
Queen of the Damned,11979,"[18, 14, 27]",6.218571,2/10/02,FALSE,en,263,5.5,101,35000000,45479110,-9.16962E-06
Killjoy 2: Deliverance from Evil,27712,[27],2.133331,1/8/02,FALSE,en,6,2.7,77,30000,0,-2.86126E-05
Shadow Conspiracy,38153,"[28, 53]",2.605076,1/31/97,FALSE,en,13,4.1,103,45000000,2154540,-1.9627E-05
Speed,1637,"[28, 12, 80]",10.316806,6/9/94,FALSE,en,1931,6.8,116,30000000,350448145,-1.55134E-05
Jaded,78086,[18],1.350533,7/9/98,FALSE,en,6,5.8,95,0,0,-1.73307E-05
Trailer Town,188359,[],1.473544,3/9/03,FALSE,en,2,6,80,0,0,-2.96931E-05
Fat Girls,44305,"[35, 18]",1.682185,4/28/06,FALSE,en,3,4.7,82,0,0,-2.00411E-05
Another Day in Paradise,36136,"[53, 80, 18]",2.555721,12/30/98,FALSE,en,39,6.4,101,0,0,-6.5209E-06
Vampire Assassin,267913,"[27, 28]",1.682852,8/9/05,FALSE,en,3,2.3,90,1500000,0,-2.11279E-05
Love & Human Remains,15730,"[35, 18]",2.174069,5/20/93,FALSE,en,8,7.3,100,0,0,-1.21635E-05
The Concorde... Airport '79,29723,"[28, 18, 53]",4.872788,8/17/79,FALSE,en,47,4.7,123,14000000,13015688,-1.40633E-05
Bedrooms and Hallways,40694,"[35, 18, 10749]",2.525311,8/1/98,FALSE,en,11,5.9,96,0,0,-1.17136E-05
Bridge to Terabithia,1265,"[12, 18, 10751]",8.541514,2/16/07,FALSE,en,1257,7.1,96,60000000,137587063,-1.1913E-05
Undertaking Betty,10918,"[35, 10749]",3.621074,10/4/02,FALSE,en,33,6.3,94,0,0,-7.03759E-06
Tarka the Otter,84856,"[10751, 18, 12]",1.258969,11/1/79,FALSE,en,3,5.7,87,0,0,-1.29993E-06
Lost in Beijing,30112,"[10749, 18]",3.075338,2/16/07,FALSE,zh,16,6.5,112,0,0,-2.84937E-06
Valley Girl,19053,"[35, 10749]",4.990862,4/8/83,FALSE,en,66,6.1,99,350000,17343596,1.00563E-06
Naqoyqatsi,21925,"[99, 18, 10402, 53]",3.54221,9/2/02,FALSE,en,39,6.1,89,3000000,13308,-5.95543E-06
Blind Spot,265745,"[18, 10770]",1.912088,5/2/93,FALSE,en,0,0,120,0,0,-5.66788E-06
Smile,49690,"[27, 53]",1.869003,8/28/09,FALSE,it,7,3.2,119,0,0,-7.09091E-06
The Polar Express,5255,"[12, 16, 10751, 14]",13.544515,11/10/04,FALSE,en,1664,6.5,100,165000000,305875730,-8.84037E-06
China White,91919,"[80, 18, 53, 10749]",1.988436,11/4/89,FALSE,cn,4,7,99,0,0,5.29309E-06
Chiller,58798,"[53, 878, 27]",1.905937,5/22/85,FALSE,en,4,4,104,0,0,-6.65505E-06
Far from Home: The Adventures of Yellow Dog,27985,"[28, 12, 18, 10751]",3.398212,1/13/95,FALSE,en,27,5.6,87,0,0,-2.51839E-06
Hercules the Avenger,135067,"[14, 28, 12, 18]",1.4218,8/13/65,FALSE,it,3,3.3,90,0,0,-1.28694E-05
The Last of Mrs. Cheyney,246292,"[35, 18]",1.281916,7/6/29,FALSE,en,0,0,94,0,0,1.23411E-05
No Holds Barred,39002,"[28, 18]",2.251764,6/2/89,FALSE,en,20,5.6,93,8000000,16093651,-1.73104E-05
The Stranger,291151,"[18, 53, 27, 9648]",5.180617,6/12/15,FALSE,en,41,4.6,93,0,0,2.89529E-06
Katyn,13614,"[18, 36, 10752]",4.898641,9/21/07,FALSE,pl,52,6.7,118,5200000,14723313,-3.81786E-06
The Cat's-Paw,41347,[35],1.100558,8/7/34,FALSE,en,1,0,102,0,0,2.23913E-06
The Tamarind Seed,52960,"[18, 10749, 10769]",1.551487,7/11/74,FALSE,en,5,6.8,119,0,0,-5.7407E-05
From the Edge of the City,40940,"[18, 10769]",1.612259,1/1/98,FALSE,el,9,5.3,94,0,0,-1.96328E-05
"The Favour, the Watch and the Very Big Fish",107131,"[35, 10749, 10769]",2.054095,5/1/91,FALSE,en,5,4.9,89,0,0,-2.13957E-06
Crimetime,99859,[53],1.151458,8/1/96,FALSE,en,1,4,0,0,0,-5.04271E-05
Unspeakable,485345,"[10770, 18]",1.762472,11/5/17,FALSE,en,0,0,47,0,0,-2.00751E-05
Two Tickets to Paradise,27445,[35],2.601828,1/1/06,FALSE,en,4,5.4,90,0,0,-1.88483E-05
The Emperor Waltz,38804,"[10749, 35, 10402]",1.950277,6/7/48,FALSE,en,2,4,106,0,0,1.27403E-06
Law of Desire,4043,"[35, 18, 10749]",4.495767,2/6/87,FALSE,es,43,7.2,102,0,0,-1.97753E-05
Dr. Otto and the Riddle of the Gloom Beam,69061,[35],1.234074,4/9/86,FALSE,en,4,5.8,97,0,0,-5.54598E-06
My Boss's Daughter,2830,"[35, 10749]",7.530056,8/21/03,FALSE,en,213,4.4,83,14000000,0,-2.52172E-05
Landscape After Battle,149136,"[10749, 18, 36]",1.614891,9/8/70,FALSE,pl,4,5.3,109,0,0,-3.0556E-06
Red Letters,73838,"[80, 18]",1.197058,6/9/00,FALSE,en,2,6.5,103,0,0,-2.09106E-05
Retro Puppet Master,26960,[27],2.006239,11/9/99,FALSE,en,13,2.4,80,0,0,-2.83253E-05
Some Things That Stay,223554,"[18, 10749]",1.019614,3/20/07,FALSE,en,0,0,96,0,0,-6.61186E-06
Croupier,12706,"[18, 53]",5.953166,6/25/98,FALSE,en,86,6.7,94,0,0,-2.25396E-05
Vampires: The Turning,49597,"[28, 12, 27]",1.810774,1/2/05,FALSE,fr,8,3.4,84,0,0,-1.5142E-05
Faeries,213033,"[16, 10751, 12]",2.51517,1/23/99,FALSE,en,2,4,90,0,0,-1.30727E-05
"Boys Life: Three Stories of Love, Lust, and Liberation",39953,[18],1.127774,9/30/94,FALSE,en,1,2,91,0,0,-3.72608E-06
Let Freedom Ring,197737,"[18, 10402, 10749]",1.323806,2/24/39,FALSE,en,1,6,87,0,0,1.70767E-06
From Hell It Came,84058,[27],1.831686,8/25/57,FALSE,en,7,3,73,0,0,-6.12399E-06
Blood and Lace,85496,[27],1.582015,3/17/71,FALSE,en,8,5.1,87,0,0,-1.19647E-05
Small Cuts,47499,[18],1.430038,2/12/03,FALSE,fr,3,5.5,95,0,0,6.57335E-06
The Legend of Suram Fortress,103590,[18],1.596546,9/8/86,FALSE,ka,9,7,88,0,0,-3.53371E-06
Bionicle: Mask of Light,19325,"[28, 12, 16, 10751, 878]",5.438668,9/15/03,FALSE,en,33,6,70,0,0,-5.23426E-06
A Dangerous Summer,147643,[],1.565837,10/22/82,FALSE,en,0,0,0,0,0,-2.24272E-05
Hitch,8488,"[35, 18, 10749]",8.301376,2/10/05,FALSE,en,1846,6.3,118,70000000,368100420,-7.21078E-06
Starrbooty,41926,[35],1.076341,1/1/07,FALSE,en,1,5,90,0,0,-2.15182E-05
The Magus,33228,"[9648, 18, 14]",3.34176,12/10/68,FALSE,en,7,6.6,117,0,0,-6.67818E-06
Waiting for Guffman,16448,"[10402, 35]",5.776131,1/31/96,FALSE,en,68,7.3,84,0,0,-4.3027E-06
Sex Lives of the Potato Men,13371,[35],2.038861,2/20/04,FALSE,en,11,5.3,82,0,0,-1.06365E-05
Chairman of the Board,31535,[35],1.902192,3/13/98,FALSE,en,13,2.7,95,0,0,-3.24096E-05
Iron Monkey,12780,"[28, 80, 18]",9.623086,9/3/93,FALSE,cn,85,7.6,90,0,14681661,-9.54933E-05
Web of Seduction,362062,[53],1.615321,9/30/99,FALSE,en,1,7,95,0,0,-1.37813E-05
Hands Across the Table,31988,"[35, 18, 10749]",1.510621,10/18/35,FALSE,en,5,5.8,80,0,0,7.92647E-06
Bobbycrush,340797,[],1.072943,11/9/03,FALSE,en,2,7.5,10,0,0,-5.83095E-06
Quiet Cool,80611,"[80, 28]",1.180948,11/8/86,FALSE,de,3,7.3,80,0,0,-1.81603E-05
Quilombo,198480,"[36, 18]",1.386584,6/3/84,FALSE,pt,2,6,120,0,0,4.46161E-07
The World in His Arms,74436,"[12, 28, 10749]",1.976487,10/9/52,FALSE,en,5,6.8,104,0,0,-1.2912E-05
Caddyshack II,18509,[35],4.736033,7/22/88,FALSE,en,61,3.8,98,0,0,-5.25975E-05
Pauline at the Beach,10293,"[10749, 35, 18]",3.142863,2/23/83,FALSE,fr,22,7.8,94,0,0,-9.26732E-06
Say Nothing,53670,"[28, 18, 9648, 10749, 878, 53]",1.173719,8/1/01,FALSE,en,1,9,94,0,0,-1.49759E-05
Leningrad,2325,"[10752, 18]",3.543731,1/1/09,FALSE,en,26,5.7,120,0,0,-6.88395E-06
Homegrown,17133,"[18, 28, 35, 53, 80]",2.967847,1/1/98,FALSE,en,16,5.5,102,0,271375,-3.065E-05
Camille Claudel,11709,"[18, 36, 10749]",3.715786,12/7/88,FALSE,fr,27,6.7,175,0,201055,-7.60631E-07
The Tempest,44638,"[18, 14]",2.903024,12/10/10,FALSE,en,31,6,110,20000000,346594,-1.16843E-05
The Disappearance of Vonnie,371679,[18],1.003534,9/27/94,FALSE,en,0,0,91,0,0,-7.05238E-06
Dr. Jack,42366,[35],1.327124,11/26/22,FALSE,en,4,6.6,60,0,0,8.42931E-07
Erection,340170,[],1.106841,11/1/71,FALSE,en,3,5.3,18,0,0,-2.21099E-05
Honky Tonk Freeway,47871,"[28, 35]",1.353283,8/21/81,FALSE,en,0,0,107,24000000,939423,-3.8237E-06
All the Boys Love Mandy Lane,9022,"[27, 9648, 53]",6.539155,2/15/08,FALSE,en,217,5.7,90,750000,0,-9.48396E-06
Attack of the 50 Foot Woman,18724,"[27, 878]",3.224572,5/19/58,FALSE,en,30,4.8,65,88000,480000,-1.17322E-05
Deceit,59560,"[18, 53]",1.314772,10/22/06,FALSE,en,1,4,91,0,0,-1.13712E-05
Inspiration,130261,"[18, 14, 16, 10749]",1.672041,1/1/49,FALSE,cs,11,7,10,0,0,4.27926E-06
Lady in the Death House,48354,"[80, 18]",1.430563,3/15/44,FALSE,en,2,4.3,56,0,0,-3.00092E-06
Widow on the Hill,60660,"[18, 53, 9648]",1.774829,1/24/05,FALSE,en,4,5.8,80,0,0,-1.33415E-06
The League of Gentlemen's Apocalypse,19723,"[27, 35]",3.500333,6/3/05,FALSE,en,18,6.6,87,4,0,-1.29693E-05
Saw,176,"[27, 9648, 80]",27.975344,10/1/04,FALSE,en,2567,7.2,103,1200000,103911669,-1.58377E-05
One Life Stand,480155,[18],1.001247,10/8/00,FALSE,en,0,0,115,0,0,-1.948E-05
The Nines,12994,"[18, 14, 9648, 878, 53]",6.238997,1/21/07,FALSE,en,158,6.1,100,0,0,-4.58699E-06
Mishima: A Life in Four Chapters,27064,[18],4.648784,5/15/85,FALSE,en,40,7.7,121,5000000,502758,-3.39393E-06
I Bought a Vampire Motorcycle,41153,"[35, 27]",1.499654,7/6/90,FALSE,en,5,7.2,101,0,0,-1.76445E-05
Pulse,9682,"[27, 53]",6.974813,8/11/06,FALSE,en,161,5,90,38000000,29907685,-1.72825E-05
Il mistero di Lovecraft - Road to L.,61386,[27],1.108947,10/28/05,FALSE,it,2,5,92,0,0,-1.13655E-05
Deathquake,128770,"[28, 878, 18]",1.000021,8/30/80,FALSE,ja,0,0,102,0,0,-1.30475E-05
The Box,22825,"[53, 878]",8.48663,9/17/09,FALSE,en,658,5.4,115,30000000,33333531,-1.18844E-05
Flogging Margaret,296675,[],1.009687,2/5/08,FALSE,en,0,0,0,0,0,-2.30857E-05
Shwaas,116753,"[18, 10769]",1.084044,12/10/04,FALSE,mr,2,8,107,0,0,-5.03788E-06
Canada Vignettes: Log Driver's Waltz,210826,"[16, 10402]",1.142488,1/1/79,FALSE,en,4,7.8,3,0,0,-1.1866E-05
Tactical Assault,60077,[28],1.423483,1/1/99,FALSE,fr,3,4.3,0,0,0,-1.61815E-05
Love Is a Many-Splendored Thing,53879,"[18, 10749]",3.919557,8/18/55,FALSE,en,24,5.7,102,0,0,-9.59779E-07
Trail Street,103422,[37],1.614552,2/19/47,FALSE,en,3,6,84,0,0,-1.58102E-06
Obaba,115508,"[18, 10769]",1.619346,9/16/05,FALSE,es,4,5.3,100,0,0,-1.01996E-05
St. Paul,2707,[18],2.179994,12/3/00,FALSE,en,7,6.3,170,0,0,-7.60784E-06
Monster Man,1693,[27],7.128809,4/24/04,FALSE,en,18,5.6,95,0,0,-1.20781E-05
Necessary Roughness,20704,[35],3.903551,9/27/91,FALSE,en,28,5.5,108,0,0,-2.21243E-05
Creator,41243,"[35, 10749, 878]",2.592226,9/20/85,FALSE,en,18,6.2,107,0,0,-1.3281E-05
Sakuran,20431,"[36, 18]",2.591611,2/24/07,FALSE,ja,12,6.5,111,0,0,-3.69541E-06
Punishment Park,26513,"[18, 53]",2.879483,5/9/71,FALSE,en,42,7.7,88,0,0,3.05562E-06
Rent-a-Cop,80287,"[35, 80, 28]",1.656468,11/28/87,FALSE,en,11,4.9,96,0,0,-9.06289E-06
The Beasts' Carnival,29910,"[80, 27]",1.461793,12/3/80,FALSE,en,1,8,91,0,0,-1.31844E-07
Washington Heights,251053,"[18, 10749]",1.620276,5/22/02,FALSE,en,3,8.5,89,0,156021,-1.9922E-05
The Firing Line,71101,[28],1.224174,4/4/88,FALSE,en,3,5,89,0,0,-7.69833E-06
Clubbed,14476,"[18, 28, 53, 80]",2.941883,10/2/08,FALSE,en,28,7.2,95,0,0,-6.01895E-06
The Great Rock 'n' Roll Swindle,16149,"[35, 99]",2.430295,9/11/80,FALSE,en,10,7,103,0,0,-2.36905E-06
Divine Intervention,99885,"[18, 10749, 10769]",1.325,,FALSE,en,0,0,87,0,0,-1.75394E-05
Born to Kill,33813,"[80, 18, 53]",6.090841,5/3/47,FALSE,en,19,6.5,92,0,0,-6.57704E-08
Lost in Oz,319784,[],1.145113,1/1/02,FALSE,en,2,4.5,0,0,0,-1.1055E-05
Brideless Groom,72012,[35],1.440903,9/11/47,FALSE,en,4,5.8,17,0,0,-3.09518E-06
"La Commune (Paris, 1871)",63195,"[10752, 18, 36]",1.713784,9/6/01,FALSE,fr,9,5.9,345,0,0,-2.05407E-05
K2,24734,"[53, 28, 12, 18]",4.870888,10/9/91,FALSE,en,46,5.7,102,0,3106559,-5.42724E-05
Zis Boom Bah,272335,"[10749, 35, 10402]",1.00118,12/7/41,FALSE,en,0,0,0,0,0,7.82779E-08
Devil's Harvest,10031,"[18, 27, 53]",1.680784,1/1/03,FALSE,en,3,1.7,92,0,0,-1.84414E-05
The Riddle,16178,"[53, 9648, 18]",2.78382,10/14/07,FALSE,en,11,4.5,116,0,0,-2.11869E-05
ScaredSacred,148316,[],1.002969,9/14/04,FALSE,en,0,0,0,0,0,-2.57854E-06
Take It to the Limit,53984,[99],1.2875,3/1/80,FALSE,en,0,0,95,0,0,-1.29231E-05
Perhaps Love,44458,"[18, 10402, 10749]",2.335956,12/1/05,FALSE,zh,20,6.8,108,0,0,-5.72684E-06
Vice Academy Part 3,127936,"[80, 35]",1.115307,10/15/91,FALSE,en,1,5,88,0,0,-1.6893E-05
They Call Me Mister Tibbs!,34732,"[18, 28, 53]",2.342938,7/10/70,FALSE,en,12,5.4,108,0,0,-1.41401E-06
Flight to Mars,43374,"[878, 53]",1.359523,11/11/51,FALSE,en,5,4.4,72,0,0,-5.55804E-06
51 Birch Street,79161,[99],1.447317,10/18/06,FALSE,en,6,6.8,90,0,0,-1.99717E-06
Coronado,25426,"[28, 12, 53]",1.425622,9/25/03,FALSE,en,5,3.8,84,0,0,-2.63041E-05
A Month of Sundays,358912,"[18, 35]",1.503529,4/28/16,FALSE,en,4,6,109,0,0,-9.03078E-06
Patterson-Gimlin Film,353735,[99],1.001177,1/1/67,FALSE,en,0,0,1,0,0,-2.2961E-05
Death Bed: The Bed That Eats,45795,"[27, 35]",1.973777,1/1/77,FALSE,en,19,4.9,77,0,0,-9.153E-06
Con Games,175643,[],1.066046,12/4/01,FALSE,en,0,0,88,0,0,-1.32484E-05
A Midsummer Night's Dream,10210,"[14, 18, 35, 10749]",6.545607,4/25/99,FALSE,en,101,6.4,116,11000000,0,-1.39744E-05
The Naked Face,87151,"[53, 28, 9648]",2.406392,6/1/84,FALSE,en,8,5.7,103,0,0,-4.15394E-06
Snowball Express,32140,"[35, 10751]",2.098948,1/1/72,FALSE,en,9,6.6,93,0,0,-2.06621E-06
Prehysteria!,79500,"[10751, 18, 14, 35, 878]",2.229695,6/30/93,FALSE,es,10,3.7,84,0,0,-2.43123E-05
Mondovino,48121,[99],1.731237,1/1/04,FALSE,en,5,6.4,135,0,0,-1.00221E-05
The Floorwalker,53416,[35],2.502368,5/15/16,FALSE,en,22,6.3,30,0,0,-3.58747E-06
Frightmare,38446,"[27, 53]",2.225041,11/5/74,FALSE,en,11,7.2,88,0,0,-4.27301E-06
Father Hood,65137,"[28, 35, 10751]",3.273934,8/27/93,FALSE,en,21,5.5,95,0,3418141,-1.71779E-05
Solomon and Sheba,29996,"[18, 36, 10749, 10752]",2.779236,12/25/59,FALSE,en,9,5.3,139,5000000,12200000,-3.88674E-06
Donnie Darko,141,"[14, 18, 9648]",14.953358,1/18/01,FALSE,en,3913,7.7,113,6000000,1270522,-7.38716E-07
Ali G Indahouse,9298,[35],6.268409,3/21/02,FALSE,en,352,6,85,0,0,-3.73075E-05
Infection,32171,"[27, 10769, 18, 878]",3.272834,10/2/04,FALSE,ja,29,6.3,98,0,0,-1.0614E-05
Final Approach,17081,[53],2.852353,5/24/08,FALSE,en,3,3,170,0,0,-2.28388E-05
Sweet Jane,137818,[18],1.406875,2/1/98,FALSE,en,1,7,0,0,0,-1.639E-05
The Untold Story 2,188813,[],1.593687,4/25/98,FALSE,cn,2,6.5,90,0,0,-8.42655E-06
The Boost,94440,"[18, 10749]",2.075808,12/23/88,FALSE,en,13,5.4,95,8000000,784990,-5.94449E-06
Full Ride,249808,"[10749, 35]",1.057182,8/28/02,FALSE,en,1,6,98,0,0,-1.17895E-05
Dracula A.D. 1972,33020,[27],3.417629,9/27/72,FALSE,en,31,6,96,0,0,-4.03754E-06
The Foreigner,379149,"[53, 28]",21.611479,9/24/17,FALSE,en,92,6.5,114,35000000,0,-4.46054E-05
The Fabulous Dorseys,43465,[18],1.007356,2/26/47,FALSE,en,0,0,88,0,0,4.51535E-06
Night Vision,239350,[28],1.24499,2/28/97,FALSE,en,1,7,93,0,0,-3.24608E-05
Cherry,47320,"[35, 18, 10749]",3.121217,10/1/11,FALSE,en,34,6.5,99,0,0,1.00153E-05
15 Park Avenue,23130,"[18, 10769, 10749]",1.10605,1/6/06,FALSE,hi,2,3.8,116,0,0,-3.54112E-06
The Other Boleyn Girl,12184,[18],6.695396,2/28/08,FALSE,en,546,6.4,115,35000000,78269970,-4.35347E-06
Cheeky,126003,"[35, 18]",1.277351,9/8/03,FALSE,en,1,6,94,0,0,5.04409E-06
Evil Ed,25234,[27],2.610979,11/1/95,FALSE,en,13,5.6,93,0,0,-1.61768E-05
Mad Dog Morgan,60269,"[28, 80, 18, 37]",1.939758,7/9/76,FALSE,en,9,5.9,102,0,0,-4.61198E-06
Killer Condom,10542,[35],2.749145,8/2/96,FALSE,de,24,5.8,107,0,0,-2.15153E-05
Bugsy,10337,"[18, 80]",6.049873,12/10/91,FALSE,en,86,6,134,30000000,49114016,-5.76567E-06
The Magic Flute,37028,"[35, 18, 10402]",1.793922,9/7/06,FALSE,en,6,6.9,133,0,0,-9.83715E-06
Sticky Fingers,187361,[35],1.637515,5/6/88,FALSE,en,1,10,97,0,0,-2.0549E-05
The Great Dictator,914,[35],8.634475,10/15/40,FALSE,en,817,8.2,125,2000000,11000000,-8.87952E-06
Novo,60015,"[18, 35, 10749]",1.966966,8/3/02,FALSE,fr,10,6.4,98,0,0,4.56715E-07
Subspecies,24789,"[14, 27]",2.936558,8/8/91,FALSE,en,23,5.7,83,0,0,-1.24245E-05
Bats: Human Harvest,70024,[27],1.627444,11/10/07,FALSE,en,7,3.6,84,0,0,-1.35466E-05
Death Powder,91227,"[878, 27]",1.449127,6/21/86,FALSE,ja,5,6.4,63,0,0,-5.61902E-06
Born,21860,[27],2.073901,1/1/07,FALSE,en,5,3.6,107,0,0,-1.73844E-05
Air Bud: Golden Receiver,21661,"[35, 10751]",3.808004,8/14/98,FALSE,en,43,4.5,90,0,10224116,-1.17568E-05
Killpoint,108173,"[28, 18]",1.162191,12/3/84,FALSE,en,2,4.5,80,0,0,-1.05719E-05
The Yakuza,28415,"[28, 80, 18, 9648, 53]",4.647713,12/21/74,FALSE,en,33,7,112,0,0,-3.00106E-05
Bringing Down the House,10678,[35],6.014699,3/7/03,FALSE,en,206,5.4,105,20000000,132675402,-1.72911E-05
The Sea Serpent,131815,"[878, 27]",1.000046,12/31/84,FALSE,en,0,0,91,0,0,-2.81589E-05
Murder in the Private Car,84912,"[9648, 10749]",1.18645,6/29/34,FALSE,en,4,4,63,0,0,-4.38501E-06
Fire,513,"[18, 10749]",5.606651,9/6/96,FALSE,en,18,6.1,108,0,501533,-5.90057E-06
Circuitry Man,30655,"[878, 28]",1.393582,5/1/90,FALSE,en,5,5.2,93,0,0,-3.32663E-05
After Alice,41738,[53],1.270687,10/28/99,FALSE,en,2,3.5,100,0,0,-2.18195E-05
Virtual Encounters 2,137239,"[18, 10749, 878]",1.002736,6/8/98,FALSE,en,0,0,83,0,0,-1.03192E-05
In Hell,19277,"[28, 18, 53]",6.91804,11/24/03,FALSE,en,82,5.6,96,0,0,2.45178E-06
Borderline,69492,"[18, 80, 53]",2.044739,11/15/02,FALSE,en,5,5,94,3700000,0,-5.23646E-06
Electra Glide in Blue,26332,"[53, 80, 18, 9648]",3.536456,8/18/73,FALSE,en,23,6.6,114,0,0,-4.53478E-06
Rock Star,12508,"[10402, 18, 35]",6.934219,9/4/01,FALSE,en,202,6,105,57000000,16991902,-9.07765E-06
Father of the Bride,11846,"[35, 10749]",7.128376,12/20/91,FALSE,en,378,6.2,105,0,89325780,-5.31534E-06
Black Swan,44214,"[18, 53]",13.572986,12/2/10,FALSE,en,4967,7.4,108,13000000,327803731,-2.00881E-05
More American Graffiti,33258,"[35, 18, 10752]",3.512378,8/3/79,FALSE,en,26,5,110,2500000,15014674,-7.02453E-06
The Letter,122928,[18],6.181843,9/6/12,FALSE,en,9,3.8,92,10000000,0,1.35584E-05
Sarkar,20968,"[80, 28, 18]",2.055459,7/1/05,FALSE,hi,19,7,123,1900000,5900000,-6.09534E-06
Angel Baby,2892,[18],1.720049,9/9/95,FALSE,en,3,7.7,105,0,0,-5.22963E-06
Bordertown,4351,"[80, 18, 9648]",5.89967,5/18/06,FALSE,en,67,6.2,112,21000000,0,2.74245E-06
La momia azteca,147084,[27],1.330789,11/13/57,FALSE,es,2,5.8,80,0,0,-1.53827E-05
Tank Girl,9067,"[28, 35, 14, 878]",6.834144,3/31/95,FALSE,en,151,5.5,98,25000000,4064495,-2.24843E-05
