Movie,IMDB ID,Genre ID,Popularity,Release date,Adult,original language,vote_count,vote average,run time,run budget, revenue,Na•ve Bayes Polarity Scores
It Should Happen to You,20127,"[35, 18, 10749]",2.167657,1/18/54,FALSE,en,8,7.6,86,0,0,-2.1397E-05
Pharaoh's Curse,98116,[27],1.338386,2/1/57,FALSE,en,6,4.4,66,0,0,-1.30927E-05
Oliver!,17917,"[18, 10751, 10402]",9.934193,9/26/68,FALSE,en,112,7,153,10000000,37402877,1.81986E-05
A Cry in the Dark,35119,[18],3.848367,11/11/88,FALSE,en,50,6.5,120,15000000,6908797,-1.85051E-06
Suzy,52358,[18],1.795435,7/20/36,FALSE,en,6,5.5,93,0,0,-1.08665E-06
Sleepaway Camp II: Unhappy Campers,34311,"[27, 35]",4.052188,10/31/88,FALSE,en,57,5.9,80,0,0,-2.67955E-05
Iceman,467546,"[12, 18]",11.053919,11/30/17,FALSE,de,0,0,96,0,0,-9.08585E-05
Last Exit to Brooklyn,12774,[18],3.44378,10/11/89,FALSE,en,28,6.2,102,0,0,-1.1244E-05
Beyond the Gates,397981,"[12, 27]",6.531898,6/2/16,FALSE,en,62,5,84,0,0,-9.34817E-06
Adam Had Four Sons,106406,[10749],1.601672,3/27/41,FALSE,en,4,6.1,81,0,0,-5.23598E-06
The Far Country,18721,"[18, 10749, 37]",6.540824,2/12/55,FALSE,en,25,6.5,97,0,0,3.21702E-07
Journey Back to Oz,187542,"[16, 10402, 10751, 14]",1.548674,12/5/74,FALSE,en,7,4.6,88,0,0,-1.09102E-05
Intermission,16941,"[10749, 28, 35, 80, 9648, 18]",6.458476,8/29/03,FALSE,en,52,6.4,105,5000000,4856298,-2.14927E-05
Alive,7305,"[28, 12, 18, 53]",7.210233,1/15/93,FALSE,en,412,6.7,120,32000000,36733909,7.20698E-06
Laughing Sinners,97327,"[18, 10749]",1.382049,5/31/31,FALSE,en,3,3.3,72,0,0,-3.0344E-06
Trio,262097,"[35, 80]",1.35693,5/24/97,FALSE,ko,2,4,102,0,0,-2.1806E-05
Red Eye,11460,"[27, 53]",6.991706,8/4/05,FALSE,en,512,6.2,85,26000000,57891803,-1.11876E-05
The Last Chase,35453,"[28, 12, 878]",1.67075,4/1/81,FALSE,en,7,3.9,101,0,0,-2.45739E-05
Monkey Grip,78087,[18],1.138669,6/17/82,FALSE,en,1,5,99,0,0,-1.28992E-05
Drawing Blood,111753,[27],1.433403,1/1/99,FALSE,en,3,4.5,90,0,0,-2.17039E-05
The Dukes of Hazzard,6519,"[28, 12, 35]",11.685344,8/5/05,FALSE,en,348,5.1,104,50000000,110803676,-2.15648E-05
"Jane Doe: Now You See It, Now You Don't",68676,[9648],2.380413,2/18/05,FALSE,en,2,6,89,0,0,-4.41825E-05
Kinjite: Forbidden Subjects,59201,"[28, 18, 53]",2.560286,2/3/89,FALSE,en,13,4.5,97,0,0,-2.47411E-05
Dark Honeymoon,16207,"[27, 9648, 53]",1.392627,7/22/08,FALSE,en,4,4.8,0,0,0,-3.11251E-05
"Our Son, the Matchmaker",224787,[],1.060732,5/8/96,FALSE,en,0,0,95,0,0,-9.17305E-06
Chungking Express,11104,"[18, 35, 10749]",7.301004,7/14/94,FALSE,cn,265,7.9,102,0,0,-1.61583E-05
Trigger Man,65367,"[28, 18, 53, 27]",1.428428,10/19/07,FALSE,en,6,4.1,80,10000,0,-2.88702E-05
Baba,66243,"[18, 28, 10769]",1.435453,8/15/02,FALSE,ta,5,6.8,160,0,0,2.83651E-05
The Perfect Weapon,416149,"[878, 28]",5.920854,9/9/16,FALSE,en,18,3.9,88,8000000,17000000,-3.80012E-05
Evel Knievel,139324,[28],2.394272,9/10/71,FALSE,en,7,5.3,88,0,0,-1.71712E-05
Our Song,48109,[18],1.652539,1/21/00,FALSE,en,7,6.4,95,0,0,-1.10465E-05
The Annihilators,129302,"[28, 80, 18]",1.935067,1/1/85,FALSE,en,5,5.3,84,0,0,-3.17724E-05
Finding Graceland,38555,[18],1.507433,5/21/99,FALSE,en,6,5.5,97,0,0,-4.18169E-05
I'll Take You There,106131,"[35, 10749, 18]",1.052298,9/3/99,FALSE,en,1,6,94,0,0,3.63659E-05
The Lost Son,30964,"[9648, 53]",2.004755,6/25/99,FALSE,en,6,5.8,102,0,0,-1.39478E-05
"Goodbye, My Fancy",115111,"[35, 10749]",1.20827,5/19/51,FALSE,en,3,6,107,0,0,-1.12641E-05
A Ghost in Monte Carlo,87628,"[10749, 36]",1.077062,1/1/90,FALSE,en,1,4,90,0,0,-4.74986E-06
Cleopatra Jones and the Casino of Gold,2139,"[28, 12, 18]",1.982813,7/11/75,FALSE,en,3,6.7,94,0,0,-7.42877E-06
Space Rage,125981,"[878, 37]",2.018441,8/15/85,FALSE,en,4,4.4,77,0,0,-1.41709E-05
Summer Rain,286321,[],1.004572,1/19/61,FALSE,hu,0,0,78,0,0,-2.83483E-05
French Connection II,10711,"[28, 80, 18, 53]",6.308552,5/18/75,FALSE,en,101,6.6,119,0,12484444,-1.08017E-05
Land of Plenty,1595,[18],2.996856,9/10/04,FALSE,en,14,5.4,123,0,0,-1.21874E-05
Phantom Killer,117837,"[10749, 9648]",1.012827,10/2/42,FALSE,en,0,0,61,0,0,-1.4714E-05
Conquest,30630,"[18, 36, 10749]",1.973167,10/22/37,FALSE,en,3,6.7,113,0,0,-2.15351E-05
Othello,16420,[18],3.481707,12/15/95,FALSE,en,34,6.9,123,0,0,2.63477E-05
Sinbad: Beyond the Veil of Mists,123187,"[14, 878, 10751]",2.086642,3/24/00,FALSE,en,5,4,85,0,0,-4.25989E-05
44 Minutes: The North Hollywood Shoot-Out,14842,[28],2.828477,1/1/03,FALSE,en,17,6.4,103,10000000,0,-2.11936E-05
Shadrach,73351,[18],1.609773,9/22/98,FALSE,en,4,6.6,89,0,0,-3.54532E-05
The Eden Formula,107114,"[53, 878, 10770]",1.503457,9/1/06,FALSE,en,2,2,0,0,0,-2.67437E-05
Metamorphosis,10256,"[18, 14, 27]",1.984487,1/1/07,FALSE,en,4,4.8,105,0,0,-1.48496E-05
Smother,16699,"[35, 10749]",3.502054,9/26/08,FALSE,en,14,4,92,8000000,0,-1.48713E-05
Stairway to Heaven,336571,[18],1.000301,4/15/83,FALSE,sr,0,0,89,0,0,2.08778E-05
I Married a Monster,353416,"[27, 878, 10770]",1.158236,10/8/98,FALSE,en,1,3,90,0,0,7.80084E-06
The Bank Job,8848,"[53, 80, 18]",7.672312,2/28/08,FALSE,en,746,6.6,112,20000000,64822796,-4.73955E-05
Broken Lullaby,212591,"[10770, 18, 10749, 53]",1.880398,10/15/94,FALSE,sv,2,4,96,0,0,5.00922E-06
Breathing Lessons,170918,[],1.197611,2/6/94,FALSE,en,2,4,93,0,0,-2.05779E-05
Good Fences,61902,"[35, 18]",1.164433,1/22/03,FALSE,en,4,4.1,119,0,0,-2.91776E-05
Vanishing Point,11951,"[28, 18, 53]",6.67434,1/15/71,FALSE,en,117,7.2,99,1300000,72266306,7.5734E-06
Going Overboard,19157,[35],4.121994,5/11/89,FALSE,en,46,2.5,99,0,0,-4.58562E-05
My Favorite Martian,9849,"[35, 18, 10751, 878]",5.960053,2/11/99,FALSE,en,84,5.1,94,65000000,36850101,-2.88414E-05
Tinseltown,296543,[],1.036471,1/1/97,FALSE,en,1,5,0,0,0,-1.01145E-05
Azumi 2: Death or Love,5890,[28],6.699788,3/12/05,FALSE,ja,47,6.4,108,0,0,-1.37836E-05
Pacific Rendezvous,98191,"[35, 9648, 10752]",1.001658,5/21/42,FALSE,en,0,0,76,0,0,-4.65766E-05
The Case of the Whitechapel Vampire,81382,"[53, 9648, 80]",1.812469,10/27/02,FALSE,en,3,3.8,90,0,0,-6.66214E-06
Invasion of the Star Creatures,46076,"[878, 35]",1.117683,5/3/62,FALSE,en,3,4,70,0,0,-1.99801E-05
The Proud and the Beautiful,65283,[18],1.991001,11/25/53,FALSE,en,2,6.8,0,0,0,-7.30473E-06
Hamlet,10264,"[18, 36]",8.931482,12/19/90,FALSE,en,104,6.7,130,0,20710451,3.57372E-06
The Cobweb,94123,[18],2.836619,6/7/55,FALSE,en,6,4.3,134,0,0,-5.89177E-06
Hanzo the Razor: Who's Got the Gold?,17129,"[28, 18, 10769]",2.01153,2/9/74,FALSE,ja,12,6.4,84,0,0,-2.83204E-06
Black Gold,77221,"[12, 18]",10.547137,12/21/11,FALSE,en,85,5.9,130,40000000,5446000,-5.47277E-06
Here Come the Tigers,129495,[10751],1.000001,5/24/78,FALSE,en,0,0,87,0,0,-3.05707E-05
Over Her Dead Body,13160,[35],7.678932,2/1/08,FALSE,en,159,5.3,95,10000000,0,1.76109E-06
Marley & Me,14306,"[35, 10751]",9.975104,12/25/08,FALSE,en,1483,6.9,115,60000000,242717113,-1.34962E-05
Another Man's Poison,53714,"[80, 18, 53]",1.502459,11/20/51,FALSE,en,10,6.5,90,0,0,-3.86565E-06
Fighting Caravans,110659,"[28, 37, 10749]",1.292235,2/1/31,FALSE,en,2,4,92,0,0,-5.17474E-07
Gentlemen Prefer Blondes,759,"[10402, 35, 10749]",6.991105,7/14/53,FALSE,en,183,7.1,91,0,12000000,-1.6611E-05
The Girl Next Door,10591,[35],9.527545,4/9/04,FALSE,en,912,6.3,108,25000000,30411183,-6.00177E-06
Dick Tracy,8592,"[12, 28, 35, 53, 80]",5.674841,6/15/90,FALSE,en,275,6,103,47000000,103738726,-2.57048E-05
Monster,504,"[80, 18]",6.190862,11/16/03,FALSE,en,548,7,110,8000000,60378584,-1.92491E-05
Night Corridor,204932,"[18, 27, 9648]",1.449018,8/21/03,FALSE,cn,1,5,73,0,0,-6.24907E-06
The FBI Story,50231,[18],1.670748,10/1/59,FALSE,en,9,4.6,149,0,0,-1.2843E-05
Seeds,485985,[18],1.083553,4/9/19,FALSE,en,1,0,90,0,0,-2.51351E-05
Shallow Grave,9905,"[80, 53]",6.929224,12/22/94,FALSE,en,274,7,92,0,0,5.32318E-06
Robot Wars,421817,[878],2.840677,10/5/16,FALSE,en,1,4,95,0,0,-2.43312E-05
Ask the Dust,1967,"[18, 10749]",5.354798,2/2/06,FALSE,en,45,5.2,117,0,0,-1.77973E-05
Apart from That,142795,[],1.080683,3/12/06,FALSE,en,1,5,120,0,0,-3.08631E-05
Rupert's Land,476409,[],1.0375,,FALSE,en,0,0,0,0,0,-1.60806E-05
The Rookie,14635,"[18, 10751]",8.7278,3/25/02,FALSE,en,120,6.5,127,20000000,75597042,-1.83096E-05
Killer Tomatoes Eat France!,36896,"[27, 35, 878]",1.658711,11/18/92,FALSE,en,8,4.1,94,0,0,-4.3476E-05
Gayniggers from Outer Space,33380,"[35, 878]",2.491093,1/1/92,FALSE,en,21,4.3,26,0,0,-2.57798E-05
Anamorph,14000,"[80, 53]",4.551755,9/21/07,FALSE,en,51,5,107,0,0,-1.53961E-05
The House of the Spirits,2259,"[10749, 18]",7.774218,10/19/93,FALSE,en,146,6.8,140,25000000,0,1.85262E-05
Devil in the Flesh,45431,"[27, 53]",2.136922,1/4/98,FALSE,en,8,5,99,0,0,1.47858E-05
Vishwatma,357131,[],1.029523,1/1/92,FALSE,hi,1,6,0,0,0,-1.99224E-05
The Man Who Could Cheat Death,28770,"[27, 878]",2.416196,6/15/59,FALSE,en,8,6.2,83,0,0,-1.31929E-05
Leela,394188,[18],2.602481,4/22/16,FALSE,ml,2,7,100,0,0,-5.79726E-06
The Truth About Love,14933,"[10749, 35]",3.189271,4/21/05,FALSE,en,27,4,94,0,0,-2.43414E-05
Something Big,196784,"[37, 35]",1.988016,11/19/71,FALSE,en,2,4.5,108,0,0,-2.20926E-05
The King and I,16520,"[18, 10402, 10749]",8.263556,6/29/56,FALSE,en,109,7.3,133,4550000,21300000,-5.87882E-06
Voodoo Academy,72244,"[27, 14, 53]",1.210626,8/1/00,FALSE,en,4,3.8,92,55000,0,-2.56455E-05
The Eighth Day,342218,"[18, 10751]",1.932852,1/13/79,FALSE,sv,0,0,96,0,0,2.51702E-05
The Barbarians,27551,"[14, 12]",2.363256,3/1/87,FALSE,en,11,4.9,87,0,0,-2.40998E-05
Midnight Cowboy,3116,[18],9.052681,5/25/69,FALSE,en,333,7.5,113,3600000,44785053,-1.50798E-06
Magicians,10078,[35],6.355778,5/18/07,FALSE,en,25,6.2,90,0,1752038,4.08744E-06
The Soloist,17332,[18],6.510224,4/24/09,FALSE,en,255,6.6,109,60000000,31720158,-4.84164E-06
The Signalman,355478,[],1.826217,9/10/15,FALSE,en,0,0,15,0,0,-6.88635E-06
Nomad: The Warrior,19495,"[28, 36, 10752]",4.014163,7/17/05,FALSE,en,19,4.2,112,25000000,0,-2.2538E-05
Brave New Girl,34099,"[18, 10402, 10751]",1.348575,4/25/04,FALSE,en,3,3.7,120,0,0,-2.15867E-05
Team Spirit 2,72456,"[35, 10751, 10749]",1.052737,12/10/03,FALSE,en,1,5,105,0,0,-4.34235E-05
Apollo 11: The Untold Story,50807,[99],1.003568,2/11/08,FALSE,en,0,0,53,0,0,-1.46155E-05
Sweet Movie,1559,"[9648, 35, 18]",3.847747,6/12/74,FALSE,en,39,5.9,99,0,0,-2.02748E-05
American Shaolin,36934,[28],1.59354,7/23/92,FALSE,en,8,4.9,106,0,0,-2.36212E-05
Mr. Mike's Mondo Video,49036,[35],1.424389,9/20/79,FALSE,en,3,4.2,75,0,0,-2.58016E-05
Phantom Love,129882,"[18, 14]",1.697673,1/1/07,FALSE,en,6,5,87,0,0,-2.45564E-05
Hornblower: Mutiny,37068,"[12, 18, 10752]",2.133552,4/7/01,FALSE,en,15,7,98,0,0,-1.23967E-05
My Best Friend Is a Vampire,21151,"[35, 10751, 27]",3.631954,10/1/87,FALSE,en,22,5.8,89,0,0,-7.41982E-06
The Mysteries of Pittsburgh,20471,"[12, 35, 18]",2.608543,1/20/08,FALSE,en,10,3.6,95,0,0,-1.38272E-05
Hallam Foe,2239,"[18, 35, 53]",5.609041,2/16/07,FALSE,en,52,6.8,95,8000000,60641,-4.04077E-06
Perfect Victims,30661,"[80, 27]",1.000237,8/18/88,FALSE,en,0,0,90,0,0,-3.61917E-05
A Star Is Born,3111,"[18, 10402, 10749]",6.095205,9/29/54,FALSE,en,58,7,181,5019770,0,-1.26834E-05
Daughter of Keltoum,50957,[],1.108235,4/10/02,FALSE,en,3,8.3,106,0,0,-8.67386E-06
Second Name,59851,"[27, 53]",1.884759,11/15/02,FALSE,it,6,5.8,93,2500000,0,-6.47593E-05
Elvis,40047,"[18, 10402, 10770]",2.63576,2/10/79,FALSE,en,18,6.5,150,2100000,0,-1.1996E-05
No Alibi,16673,"[80, 18, 9648, 53]",1.298239,3/24/00,FALSE,en,1,3.4,90,0,0,1.56621E-05
Red Riding Hood,49730,"[14, 53, 27]",9.244878,3/11/11,FALSE,en,1043,5.7,100,42000000,89162162,-2.19513E-05
Permanent Record,51321,[18],2.061315,4/22/88,FALSE,en,11,6,91,8000000,1893139,-2.40138E-05
The Garden of Allah,151848,"[18, 10749]",2.003873,10/14/36,FALSE,en,4,6.1,79,2200000,0,-2.67562E-07
The Garden Murder Case,127815,"[18, 9648]",1.465168,2/21/36,FALSE,en,2,5,61,0,0,8.52014E-08
The Broken,3511,"[53, 18, 27]",5.626124,1/18/08,FALSE,en,67,5.4,93,6700000,0,-1.3551E-05
Grand Canyon Trail,53115,[37],1.002609,11/4/48,FALSE,en,0,0,67,0,0,-4.68113E-06
Hey Ram,60579,"[18, 10769]",1.439164,2/18/00,FALSE,ta,10,6.7,199,3900000,4900000,-2.98447E-05
Frankie & Hazel,59715,"[18, 10751]",1.042351,10/8/00,FALSE,en,1,5,92,0,0,-1.299E-05
Manufactured Landscapes,24582,[99],2.592172,9/9/06,FALSE,en,15,7.3,90,0,240239,-1.25207E-05
Monkey Warfare,144881,"[35, 18]",1.30749,9/10/06,FALSE,en,1,5,75,0,0,-1.23576E-05
Studio 666,28096,[27],1.003325,6/14/05,FALSE,en,0,0,76,0,0,-1.95462E-05
Sunday,20917,"[35, 10769, 53]",2.4326,1/25/08,FALSE,hi,7,4.1,130,0,0,2.17369E-05
Watch on the Rhine,68440,"[18, 53]",2.455516,8/27/43,FALSE,en,10,6,114,0,0,1.87197E-05
Fan-Fan the Tulip,37559,"[12, 35]",4.029376,5/14/03,FALSE,fr,52,5.5,97,0,0,2.92133E-05
Mystery in Swing,343910,"[10402, 28, 12]",1.037127,5/9/40,FALSE,en,0,0,76,0,0,-2.92806E-05
Amazing Grace and Chuck,74340,[18],1.654321,5/22/87,FALSE,en,5,6.3,114,0,0,-3.72934E-05
Meatball Machine,27351,"[10769, 27, 878]",2.505537,1/1/05,FALSE,ja,18,5.4,90,0,0,4.02208E-06
Tunnel Vision,291690,"[9648, 53]",1.85364,12/1/95,FALSE,en,4,2.5,100,0,0,-1.24542E-05
Dragon Fighter,53994,"[28, 27, 878, 53]",1.83262,1/4/03,FALSE,en,7,3.6,85,0,0,-3.63495E-05
Moonstruck,2039,"[35, 18, 10749]",8.996911,12/18/87,FALSE,en,195,6.7,102,0,80640528,2.77719E-05
Star Wars: Episode III - Revenge of the Sith,1895,"[878, 12, 28]",12.64329,5/17/05,FALSE,en,4522,7.1,140,113000000,850000000,-1.22782E-05
Haiku Tunnel,75386,[35],1.076985,9/7/01,FALSE,en,2,7,88,0,251058,-2.2183E-05
Cat Girl,28659,[27],1.62456,9/1/57,FALSE,en,3,4.5,76,0,0,-1.02114E-05
Klay World: Off the Table,110914,"[28, 12, 16]",1.002693,10/15/05,FALSE,en,0,0,90,1000,0,-3.46553E-05
Zombi 3,34814,"[28, 27, 878]",2.478628,7/29/88,FALSE,fr,17,4.6,95,0,0,-1.0562E-06
Car Trouble,350566,[],1,2/28/86,FALSE,en,0,0,89,0,0,-1.85441E-05
Secret Games,164660,"[18, 53]",1.937241,5/11/92,FALSE,en,1,6,90,0,0,2.45301E-05
Iowa,33697,"[80, 18]",1.642011,4/22/05,FALSE,en,4,2.3,104,2000000,0,-2.23206E-05
The Ski Trip,297852,"[35, 10749]",1.12635,10/19/04,FALSE,en,1,6,90,0,0,-3.00222E-05
Seed,15434,[27],3.947417,4/27/07,FALSE,en,28,3.6,90,10000000,0,-2.43853E-05
House of the Dead,11059,"[27, 28, 53]",6.299035,4/11/03,FALSE,en,112,2.8,90,7000000,13818181,-3.24276E-05
Slipstream,24029,[878],3.122894,2/3/05,FALSE,en,21,4.6,89,0,0,-1.9274E-05
Melinda and Melinda,9688,"[35, 18, 10749]",6.433094,10/29/04,FALSE,en,135,6.3,100,0,20085825,-1.6632E-05
We Faw Down,50918,[35],1.425028,12/29/28,FALSE,en,4,5.8,20,0,0,-9.04372E-06
Music of the Heart,26149,[18],4.008531,10/29/99,FALSE,en,52,6.3,124,27000000,14859394,-3.01177E-05
Dasavatharam,17888,[],2.023554,6/12/08,FALSE,ta,11,6.3,185,0,0,-1.17044E-05
Prescription: Murder,360626,[],1.750922,2/20/68,FALSE,en,12,7.8,100,0,0,-6.89603E-06
The Projected Man,3210,"[27, 878]",1.210868,1/1/66,FALSE,en,1,3,77,0,0,-2.13775E-05
S.I.C.K. Serial Insane Clown Killer,108580,[27],1.163652,10/20/03,FALSE,en,2,2,97,0,0,-2.90062E-05
Thanks of a Grateful Nation,72238,"[18, 10769]",1.109906,5/31/98,FALSE,en,1,1,204,0,0,-1.75185E-05
1st to Die,86970,"[28, 53]",1.817811,2/23/03,FALSE,en,2,3,0,0,0,-2.34017E-05
Moby Dick,10339,"[12, 18]",5.626089,6/27/56,FALSE,en,100,6.8,116,4500000,10400000,-7.58725E-06
Lady Death,16226,"[14, 16, 27, 28, 878]",1.469888,10/5/04,FALSE,en,9,5.2,80,0,0,-1.73267E-05
Waking Up in Reno,21118,"[35, 10749]",4.35156,12/13/02,FALSE,en,24,5.1,91,0,261603,-2.9427E-05
The Legend of Diablo,59546,[],1.002357,1/1/04,FALSE,ru,0,0,0,0,0,-2.90876E-05
Speedy Gonzales,33444,"[16, 10751, 35]",1.771445,9/17/55,FALSE,en,13,7.1,7,0,0,-4.18882E-06
Happy Go Lovely,127602,"[10402, 10749, 35]",1.407855,3/6/51,FALSE,en,1,5,97,0,0,1.3236E-05
Woman Chases Man,106574,"[35, 10749]",1.012118,5/7/37,FALSE,en,0,0,71,0,0,-1.03378E-05
Pasty Faces,214994,"[80, 35]",1.00411,3/15/00,FALSE,en,0,0,85,0,0,-1.3794E-05
The Getaway,2087,"[18, 28, 53]",7.91358,2/11/94,FALSE,en,91,5.4,115,0,30,-2.15831E-05
Veer-Zaara,4251,"[18, 10749]",5.00822,11/12/04,FALSE,hi,72,7.5,192,7000000,29385320,-2.0148E-05
The Life of Emile Zola,43278,[18],2.297197,10/2/37,FALSE,en,21,6.6,116,0,0,7.56288E-09
Skullduggery,273554,[12],1.749731,3/6/70,FALSE,en,0,0,105,4500000,0,-1.2823E-05
The French Sex Murders,39910,"[27, 10769]",1.000001,6/15/72,FALSE,en,2,6,83,0,0,-2.9699E-05
Among Giants,125123,"[35, 10749]",1.644303,6/24/98,FALSE,en,2,4.5,93,0,0,-5.32642E-05
Rosetta,11489,[18],4.43268,5/23/99,FALSE,fr,56,7.2,95,0,266665,-4.5166E-05
Strangler of the Swamp,29468,"[14, 27, 878]",1.164312,1/2/46,FALSE,en,2,6.5,59,0,0,2.14318E-05
El Bola,33504,"[18, 10769]",3.25,10/20/00,FALSE,es,32,7.2,83,0,0,-2.65799E-05
The Sunshine Boys,16561,[35],3.270555,11/6/75,FALSE,en,29,6.8,111,0,0,2.1897E-05
The Vagina Monologues,36945,[35],1.205435,1/1/02,FALSE,en,5,3.8,76,0,0,-2.65249E-05
Love Story,9062,"[18, 10749]",11.560056,12/16/70,FALSE,en,127,6.6,99,2200000,136400000,-8.90302E-06
Elephant Walk,43335,"[18, 10749]",1.593763,4/21/54,FALSE,en,7,5.9,103,0,0,2.28156E-05
The Hungry Bachelors Club,197200,[],1,,FALSE,en,0,0,93,0,0,-1.01599E-05
Parasomnia,19222,"[27, 53]",3.446319,10/17/08,FALSE,en,26,4.8,103,0,0,-1.5429E-05
Urban Cowboy,17496,"[18, 10749]",4.443244,6/6/80,FALSE,en,65,5.7,132,0,0,-2.28935E-05
Up the Academy,33670,[35],2.6452,6/6/80,FALSE,en,8,6.1,87,0,0,-1.37487E-05
Villa Rides,48564,"[28, 37]",2.445557,5/29/68,FALSE,en,15,5.8,125,0,0,-6.28837E-06
Mard,223091,"[28, 18, 36]",1.211658,10/9/85,FALSE,en,4,6,177,0,0,-2.13244E-05
The Matrix Reloaded,604,"[12, 28, 53, 878]",20.218433,5/15/03,FALSE,en,3725,6.7,138,150000000,738599701,-1.95005E-05
Take the High Ground!,102091,"[35, 18, 10752]",1.166998,10/30/53,FALSE,en,2,5,101,0,0,3.3748E-07
Sands of Oblivion,23816,"[10770, 28, 12, 14]",3.958342,7/28/07,FALSE,en,10,3.6,94,0,0,-2.69679E-05
Mack the Knife,80874,"[35, 80, 10402, 10749]",1.348588,11/1/89,FALSE,en,1,8,118,0,0,-1.0941E-05
Alien Hunter,22076,[878],4.288577,7/19/03,FALSE,en,42,4.8,100,7000000,0,-3.1658E-05
No Regret,33199,"[18, 10749]",1.821579,11/16/06,FALSE,ko,9,6.4,113,0,0,-9.81268E-06
Downloading Nancy,18273,"[18, 53]",3.674538,1/21/08,FALSE,en,21,5.2,102,3000000,0,-1.37362E-05
Serendipity,9778,"[35, 10749]",9.439279,10/5/01,FALSE,en,571,6.7,90,28000000,77516304,-4.7378E-06
The BFG,267935,"[12, 10751, 14]",28.01442,6/1/16,FALSE,en,1112,6.1,120,140000000,183345589,-5.66742E-06
Dick,16406,[35],6.183602,8/4/99,FALSE,en,68,5.7,94,13000000,27500000,-5.39797E-06
Fraidy Cat,40472,[16],1.872203,1/18/42,FALSE,en,8,6.3,7,0,0,-1.08798E-05
The Amati Girls,220976,[18],1.093285,1/9/01,FALSE,en,0,0,91,0,0,4.29979E-05
True Crime,10354,"[80, 18]",6.790855,3/19/99,FALSE,en,161,6.3,127,0,0,1.20655E-05
"War, Inc.",13191,"[28, 12, 35, 53]",6.592585,4/28/08,FALSE,en,89,5.6,106,5000000,1296184,-1.71702E-05
Love Me If You Dare,8424,"[18, 35, 10749]",5.476067,9/17/03,FALSE,fr,578,7.4,93,0,0,-2.63821E-05
Nowhere to Hide,25660,"[28, 35, 80]",2.412742,1/1/99,FALSE,ko,16,6.7,112,0,0,-1.54743E-05
Under Hellgate Bridge,234357,"[18, 53, 80]",1.443608,9/25/00,FALSE,fr,1,1,,0,0,-6.82612E-05
Murderous Maids,62124,[18],1.432004,11/22/00,FALSE,en,10,7.1,94,0,0,-2.32825E-05
George Lucas in Love,14792,"[18, 35, 10749, 10769]",2.126691,9/18/99,FALSE,en,15,7.2,8,0,0,-1.87299E-05
BrainWaves,91609,"[27, 53, 878]",1.484722,8/5/83,FALSE,en,3,3.3,77,0,0,-4.07164E-06
Revoloution,272929,[],1.00454,4/28/06,FALSE,en,0,0,0,0,0,-2.50565E-05
Alex in Wonderland,32599,"[35, 18]",2.309901,1/1/70,FALSE,en,5,6.6,110,0,0,-3.28606E-05
Hollow Man,9383,"[28, 878, 53]",9.739024,8/4/00,FALSE,en,694,5.6,112,95000000,190213455,-3.71497E-06
Lovesickness,30805,"[35, 18, 10769]",2.078106,4/27/07,FALSE,es,6,7.8,81,0,0,-1.36486E-05
Knight of the Trail,171639,[37],1.001663,8/19/15,FALSE,en,0,0,24,0,0,-4.78982E-06
A Walk in the Clouds,9560,"[18, 10749]",7.014401,8/11/95,FALSE,en,181,6.6,103,20000000,50012507,-1.12932E-05
Solar Crisis,2102,"[12, 18, 28, 53, 878, 10769]",2.13737,7/14/90,FALSE,en,7,4.4,112,55000000,0,-2.8884E-05
Ride with the Devil,22267,"[18, 10752, 10749, 37]",5.713073,11/24/99,FALSE,en,51,6.6,138,38000000,635096,-1.18112E-05
Stealing a Nation,113364,[99],1.159043,1/1/04,FALSE,en,3,8.7,56,0,0,-0.000143855
Jake's Closet,32910,"[18, 53]",1.298543,10/28/07,FALSE,en,4,4.3,92,0,0,2.37178E-05
Hooper,16214,"[28, 35]",3.35336,7/28/78,FALSE,en,36,6.1,107,0,78000000,-2.50375E-05
Snake Eater,71200,"[28, 53]",1.451784,2/22/89,FALSE,en,6,4.9,91,0,0,-3.58567E-05
Wet Hot American Summer,2171,[35],6.668558,7/27/01,FALSE,en,281,6.4,97,5000000,295206,-3.49191E-05
Dawn of the Dead,924,"[14, 27, 28]",9.147155,3/19/04,FALSE,en,1128,6.8,101,28000000,102356381,-3.21226E-05
Don't Bother to Knock,24005,"[18, 53]",3.74267,7/18/52,FALSE,en,21,6.3,76,0,0,-1.37179E-05
Zero in and Scream,28653,"[28, 80, 53]",1.000143,12/3/71,FALSE,en,0,0,63,0,0,-2.28208E-05
The Toy Box,171285,[],2.799335,7/31/14,FALSE,en,1,10,0,0,0,-4.93293E-05
A Town Called Hell,65674,"[37, 28]",1.390599,10/27/71,FALSE,en,2,5.5,95,0,0,-7.00135E-06
Scar Tissue,281351,[53],1.616311,9/12/13,FALSE,en,5,3.7,103,0,0,-6.3108E-06
The New Adventures of Pippi Longstocking,19051,"[14, 12, 10751]",3.61177,7/6/88,FALSE,en,18,5.8,100,5000000,3569939,-3.20813E-05
Cement,182799,"[18, 80]",1.142514,4/3/00,FALSE,es,0,0,0,0,0,-4.66733E-05
Safety in Numbers,490524,[],1.012423,5/30/38,FALSE,en,0,0,55,0,0,-6.6028E-06
Sexmission,19673,"[878, 12, 35]",4.864667,5/13/84,FALSE,pl,53,7.4,117,0,0,-2.3463E-05
Extremities,44326,[53],2.934475,8/22/86,FALSE,en,13,6,89,0,13418091,2.39607E-05
